fecha,ruta,total_abordo,pasajeros_abordo,personal_abordo,total_fallecidos,pasajeros_fallecidos,personal_fallecido,anio,decada
1998-07-30,"Kochi, India",6,3,3,6,3,3,1998,1990
1998-08-04,"Kincolith, British Columbia, Canada",5,4,1,5,4,1,1998,1990
1998-08-11,"Saurimo, Angola",13,6,7,1,0,1,1998,1990
1998-08-19,"Foveaux Strait, New Zealand",10,9,1,5,4,1,1998,1990
1998-08-21,"Near Ghorepani, Nepal",18,15,3,18,15,3,1998,1990
1998-08-24,"Pretoria, South Africa",2,0,2,1,0,1,1998,1990
1998-08-24,"Manibagi, Myanmar",44,40,4,44,40,4,1998,1990
1998-08-29,"Quito, Ecuador",91,77,14,70,56,14,1998,1990
1998-09-02,"Off Peggy's Cove, Nova Scotia, Canada",229,215,14,229,215,14,1998,1990
1998-09-02,Angola,24,20,4,24,20,4,1998,1990
1998-09-09,"Port Alsworth, Alaska",5,4,1,5,4,1,1998,1990
1998-09-10,"Islamabad, Pakistan",5,0,5,5,0,5,1998,1990
1998-09-25,"Near Nador, Morroco",38,34,4,38,34,4,1998,1990
1998-09-28,"Praia, Cape Verde",22,20,2,1,1,0,1998,1990
1998-09-29,"Off Mannar, Sri Lanka",55,48,7,55,48,7,1998,1990
1998-10-02,"Near Canaima, Venezuela",27,24,3,1,0,1,1998,1990
1998-10-10,"Near Kindu, Congo",41,38,3,41,38,3,1998,1990
1998-10-21,"Yerevan, Armenia",37,33,4,0,0,0,1998,1990
1998-10-25,"Rwenzori mountains, Uganda",11,10,1,4,3,1,1998,1990
1998-11-01,"Near Quetzaltenango, Guatemala",18,16,2,11,9,2,1998,1990
1998-11-11,"Near Krasnoyarsk, Russia",13,7,6,13,7,6,1998,1990
1998-11-21,"Edgewater, Maryland",1,0,1,1,0,1,1998,1990
1998-12-07,"Baie-Comeau, Canada",10,8,2,7,6,1,1998,1990
1998-12-11,"Near Surat Thani, Thailand",146,132,14,102,91,11,1998,1990
1998-12-14,"Near Cuito, Angola",11,6,5,11,6,5,1998,1990
1998-12-17,"Saurimo, Angola",10,2,8,1,,,1998,1990
1998-12-22,"Medellín, Colombia",5,2,3,5,2,3,1998,1990
1998-12-26,"Vila Nova, Angola",14,10,4,14,10,4,1998,1990
1999-01-02,"Near Huambo, Angola",9,5,4,9,5,4,1999,1990
1999-01-12,"Guernsey, Channel Islands, England",2,0,2,2,0,2,1999,1990
1999-01-13,"Geilenkirchen, Germany",4,0,4,4,0,4,1999,1990
1999-01-13,"Mayne Island, British Columbia, Canada",2,0,2,2,0,2,1999,1990
1999-01-16,"Coconut Island, QLD, Australia",4,3,1,3,2,1,1999,1990
1999-01-21,"Bluefields, Nicaragua",28,21,7,28,21,7,1999,1990
1999-02-02,"Luanda, Angola",14,10,4,14,10,4,1999,1990
1999-02-03,"Hoskins, Papua New Guinea",11,10,1,11,10,1,1999,1990
1999-02-08,"Kinshasa,  Democratic Republic Congo",7,0,7,7,0,7,1999,1990
1999-02-24,"Rui'an, China",61,50,11,61,50,11,1999,1990
1999-02-25,"Genoa, Italy",31,27,4,4,3,1,1999,1990
1999-03-07,"New Delhi, India",19,15,4,19,15,4,1999,1990
1999-03-18,"Near Tame, Colombia",8,5,3,8,5,3,1999,1990
1999-03-19,"Davis Inlet, Newfoundland, Canada",2,0,2,1,0,1,1999,1990
1999-04-07,"Ribeirao Preto, Brazil",5,0,5,5,0,5,1999,1990
1999-04-07,"Near Ceyhan, Turkey",6,0,6,6,0,6,1999,1990
1999-04-08,"Near Malaga, Colombia",5,3,2,5,3,2,1999,1990
1999-04-15,"Shanghi, China",3,0,3,3,0,3,1999,1990
1999-05-08,"Off Port Vila, Vanuatu",12,11,1,7,6,1,1999,1990
1999-05-24,"Kuching, Malaysia",5,0,5,5,0,5,1999,1990
1999-05-29,"Ol Kiombo, Kenya",2,0,2,2,0,2,1999,1990
1999-06-01,"Little Rock, Arkansas",145,139,6,11,10,1,1999,1990
1999-06-03,"Near Khartoum, Sudan",50,44,6,50,44,6,1999,1990
1999-06-09,"Coron, Philippines",1,0,1,1,0,1,1999,1990
1999-06-09,"Juneau, Alaska",7,6,1,7,6,1,1999,1990
1999-06-17,"Goroka, Papua New Guinea",17,15,2,17,15,2,1999,1990
1999-06-25,"Long Haul Lake, Manatoba, Canada",2,0,2,1,0,1,1999,1990
1999-07-01,"Luzamba, Angola",5,0,5,1,0,1,1999,1990
1999-07-02,"Sittwe, Myanmar",8,4,4,8,4,4,1999,1990
1999-07-04,"Villavicencio, Colombia",18,12,6,5,5,0,1999,1990
1999-07-07,"Near Kathmandu, Nepal",5,0,5,5,0,5,1999,1990
1999-07-09,"Toluca , Mexico",4,2,2,4,2,2,1999,1990
1999-07-16,"Off Martha's Vineyard, Massachusetts",3,2,1,3,2,1,1999,1990
1999-07-23,"Tokyo, Japan",517,503,14,1,0,1,1999,1990
1999-07-23,"Near Orito, Colombia",7,0,7,7,0,7,1999,1990
1999-07-24,"Nasevou Village, Fiji",17,15,2,17,15,2,1999,1990
1999-08-07,"Santo Antao, Cape Verde Islands",18,16,2,18,16,2,1999,1990
1999-08-22,"Hong Kong, China",315,300,15,3,3,0,1999,1990
1999-08-24,"Hualian, Taiwan",96,90,6,1,1,0,1999,1990
1999-08-26,"Turtkul, Uzbekistan",33,29,4,2,2,0,1999,1990
1999-08-31,"Buenos Aires, Argentina",103,98,5,63,60,3,1999,1990
1999-09-05,"Near Kathmandu, Nepal",15,10,5,15,10,5,1999,1990
1999-09-14,"Girona, Spain",245,236,9,1,1,0,1999,1990
1999-09-14,"Bucharest, Romania",13,10,3,7,7,0,1999,1990
1999-09-14,"Belelm, Brazil",2,0,2,2,0,2,1999,1990
1999-09-17,"Mt. Hidalgo, Mexico",5,0,5,5,0,5,1999,1990
1999-10-02,"Dhahran, Saudi Arabia",20,18,2,12,10,2,1999,1990
1999-10-24,"San Carlos, Venezuela",6,3,3,6,3,3,1999,1990
1999-10-25,"Aberdeen, South Dakota",6,4,2,6,4,2,1999,1990
1999-10-31,"Off Nantucket Island, Massachusetts",217,202,15,217,202,15,1999,1990
1999-11-09,"Near Uruapan, Mexico",18,13,5,18,13,5,1999,1990
1999-11-12,"Near Pristina, Kosovo",24,21,3,24,21,3,1999,1990
1999-12-05,"Moscow, Russia",7,0,7,5,0,5,1999,1990
1999-12-07,"Near Bayombang, Philippines",17,15,2,17,15,2,1999,1990
1999-12-10,"Kuwait City, Kuwait",94,86,8,3,3,0,1999,1990
1999-12-11,"Sao Jorge, Azores (Portugal)",35,31,4,35,31,4,1999,1990
1999-12-21,"Guatemala City, Guatemala",314,296,18,16,8,8,1999,1990
1999-12-22,"Great Hallingbury, United Kingdom",4,0,4,4,0,4,1999,1990
1999-12-24,"Amritsar, India / Kandahar, Afghanistan",189,174,15,1,0,1,1999,1990
1999-12-25,"Bejuma, Venezuela",22,12,10,22,12,10,1999,1990
1999-12-25,"Near Simara, Nepal",10,7,3,10,7,3,1999,1990
1999-12-29,"Near Zonguldak, Turkey",6,4,2,6,4,2,1999,1990
2000-01-05,"Abuja, Nigeria",16,13,3,1,1,0,2000,2000
2000-01-10,"Niederhasli, Switzerland",10,7,3,10,7,3,2000,2000
2000-01-13,"Off Marsa el-Brega, Libya",41,38,3,22,21,1,2000,2000
2000-01-15,"San Jose, Costa Rica",20,17,3,5,4,1,2000,2000
2000-01-30,"Off Abidjan, Ivory Coast",179,169,10,169,159,10,2000,2000
2000-01-31,"Off Point Mugu, California",88,83,5,88,83,5,2000,2000
2000-02-02,"Tehran, Iran",8,,,8,,,2000,2000
2000-02-16,"Sacramento, California",3,0,3,3,0,3,2000,2000
2000-03-05,"Burbank, Calilfornia",142,137,5,0,0,0,2000,2000
2000-03-09,"Moscow, Russia",9,4,5,9,4,5,2000,2000
2000-03-17,"Near Kuna Yala, Panama",10,8,2,10,8,2,2000,2000
2000-03-17,"Ennadai Lake, Canada",2,0,2,2,0,2,2000,2000
2000-03-22,"Herreira, Spain",7,0,7,7,0,7,2000,2000
2000-03-24,"Kadirana, Sri Lanka",8,0,8,6,0,6,2000,2000
2000-03-25,"Huambo, Angola",33,29,4,3,3,0,2000,2000
2000-03-30,"Near Anuradhapura, Sri Lanka",40,36,4,40,36,4,2000,2000
2000-04-05,"Marianna, Florida",3,0,3,3,0,3,2000,2000
2000-04-19,"Samal Island, Philippines",131,124,7,131,124,7,2000,2000
2000-04-19,"Pepa ,Congo",24,20,4,24,20,4,2000,2000
2000-04-29,"Bapi, Papua New Guinea",4,1,3,4,1,3,2000,2000
2000-05-02,"Lyon Satolas, France",5,3,2,2,0,2,2000,2000
2000-05-03,"Kurupung, Guyana",1,0,1,1,0,1,2000,2000
2000-05-10,"Kaunakakai, Hawaii",6,4,2,6,4,2,2000,2000
2000-05-17,"Moanda, Gabon",10,8,2,3,2,1,2000,2000
2000-05-21,"Near Wilkes-Barre, Pennsylvania",19,17,2,19,17,2,2000,2000
2000-05-25,"Near Manila, Philippines",298,284,14,1,1,0,2000,2000
2000-05-31,"Off Whyalla, Australia",8,1,7,8,1,7,2000,2000
2000-06-05,"Accra, Ghana",52,48,4,7,7,0,2000,2000
2000-06-22,"Shitai, China",44,40,4,44,40,4,2000,2000
2000-06-23,"Boca Raton, Florida",3,1,2,3,1,2,2000,2000
2000-06-27,"Off Shimano, Japan",5,0,5,5,0,5,2000,2000
2000-07-02,"Off Cagayancillo, Philippines",15,11,4,14,10,4,2000,2000
2000-07-08,"Near Villahermosa, Mexico",19,17,2,19,17,2,2000,2000
2000-07-09,"Villavicencio, Colombia",19,15,4,13,9,4,2000,2000
2000-07-13,"Raleigh, North Carolina",3,2,1,1,0,1,2000,2000
2000-07-17,"Patna, India",58,52,6,55,49,6,2000,2000
2000-07-19,"Linneus, Maine",2,0,2,2,0,2,2000,2000
2000-07-20,"Nassau, Bahamas",2,0,2,2,0,2,2000,2000
2000-07-21,"Maui, Hawaii",7,6,1,7,6,1,2000,2000
2000-07-25,"Gonesse, France",109,100,9,109,100,9,2000,2000
2000-07-26,"Mafraq, Jordan",13,,,13,,,2000,2000
2000-07-27,"Jodhura, Nepal",25,22,3,25,22,3,2000,2000
2000-08-02,"Cubatao, Brazil",6,5,1,6,5,1,2000,2000
2000-08-06,"Puerto Montt, Chile",14,10,4,14,10,4,2000,2000
2000-08-09,"Burlington Township, New Jersey",11,8,3,11,8,3,2000,2000
2000-08-12,"Near Tshikapa, Congo",27,21,6,27,21,6,2000,2000
2000-08-23,"Off Manama, Bahrain",143,135,8,143,135,8,2000,2000
2000-09-02,"Mount Montezuma, Colombia",7,0,7,7,0,7,2000,2000
2000-09-04,"Near Burketown, Australia",8,7,1,8,7,1,2000,2000
2000-09-16,"Kumarapura, Sri Lanka",14,12,2,14,12,2,2000,2000
2000-10-06,"Reynosa, Mexico",88,83,5,0,0,0,2000,2000
2000-10-08,"Port Radium, Northwest Territories, Canada",3,1,2,3,1,2,2000,2000
2000-10-10,"Wichita, Kansas",3,0,3,2,0,2,2000,2000
2000-10-16,"Hillsboro, Missouri",3,2,1,3,2,1,2000,2000
2000-10-19,"Near Sam Neua, Laos",17,15,2,8,8,0,2000,2000
2000-10-25,"Near Batumi, Republic of Georgia",86,75,11,86,75,11,2000,2000
2000-10-31,"Taipei, Taiwan",179,159,20,83,79,4,2000,2000
2000-10-31,"Near Monaquimbundo, Angola",44,39,5,44,39,5,2000,2000
2000-11-07,"Luabo, Democratic Republic Congo",11,5,6,2,1,1,2000,2000
2000-11-09,"Fort Wayne, Indiana",1,0,1,1,0,1,2000,2000
2000-11-15,"Near Luanda, Angola",57,52,5,57,52,5,2000,2000
2000-11-20,"Miami, Florida",114,105,9,1,0,1,2000,2000
2000-12-11,"Near Sumacal, Beni, BO",6,5,1,6,5,1,2000,2000
2001-01-04,"Zheng Zou AB, China",16,0,16,16,0,16,2001,2000
2001-01-08,"Near Silimo, Indonesia",9,0,9,9,0,9,2001,2000
2001-01-23,"Eider Point, Alaska",2,0,2,2,0,2,2001,2000
2001-01-25,"Ciudad Bolivar, Venezuela",24,20,4,24,20,4,2001,2000
2001-01-27,"Byers, Colorado",10,8,2,10,8,2,2001,2000
2001-01-31,"El Yopal, Colombia",6,3,3,3,2,1,2001,2000
2001-02-08,"Nurnberg, Germany",3,1,2,3,1,2,2001,2000
2001-02-08,"Beaver Island, Minnesota",6,4,2,2,0,2,2001,2000
2001-02-10,"Jakobkondre, Suriname",10,9,1,10,9,1,2001,2000
2001-02-27,"Near Granton Harbour, Scotland",2,0,2,2,0,2,2001,2000
2001-03-03,"Unadilla, Georgia",21,18,3,21,18,3,2001,2000
2001-03-03,"Bangkok, Thailand",5,0,5,1,0,1,2001,2000
2001-03-15,"Medina, Saudi Arabia",174,162,12,3,2,1,2001,2000
2001-03-24,"Gustavia, St. Barthélémy, French West Indies",19,17,2,19,17,2,2001,2000
2001-03-26,"Jadura, Indonesia",3,0,3,3,0,3,2001,2000
2001-03-29,"Near Aspen, Colorado",18,15,3,18,15,3,2001,2000
2001-04-04,"Adar Yeil, Sudan",30,,,14,,,2001,2000
2001-04-07,"Thanh Tranh Village, Vietnam",16,13,3,16,13,3,2001,2000
2001-04-28,"Near Roque Perez, Argentina",10,8,2,10,8,2,2001,2000
2001-05-16,"Malatya, Turkey",34,28,6,34,28,6,2001,2000
2001-05-17,"Near Sari, Iran",30,25,5,30,25,5,2001,2000
2001-05-17,"Mendoza, Argentina",5,0,5,5,0,5,2001,2000
2001-05-22,"Near Myakotino, Russia",7,0,7,7,0,7,2001,2000
2001-06-15,"Jayapura, Indonesia",19,16,3,1,1,0,2001,2000
2001-07-04,"Near Irkutsk, Russia",145,136,9,145,136,9,2001,2000
2001-07-05,"Off Chinhae, South Korea",12,9,3,8,7,1,2001,2000
2001-07-12,"Near Puerto Cabello, Venezuela",13,10,3,13,10,3,2001,2000
2001-07-14,"Near Moscow, Russia",10,0,10,10,0,10,2001,2000
2001-08-05,"Reykjavík, Iceland",3,1,2,3,1,2,2001,2000
2001-08-10,"Near Meadview, Arizona",7,6,1,6,5,1,2001,2000
2001-08-23,"Mugogo, Democratic Republic Congo",11,9,2,4,2,2,2001,2000
2001-08-24,"Ithaca, New York",2,0,2,2,0,2,2001,2000
2001-08-24,"Lajes, Terceira, Azores",304,291,13,0,0,0,2001,2000
2001-08-29,"Near Malaga, Spain",47,44,3,4,3,1,2001,2000
2001-09-11,"Arlington, Virginia.",64,58,6,64,58,6,2001,2000
2001-09-11,"New York City, New York",92,81,11,92,81,11,2001,2000
2001-09-11,"New York City, New York",65,56,9,65,56,9,2001,2000
2001-09-11,"Shanksville, Pennsylvania",44,37,7,44,37,7,2001,2000
2001-09-12,"Near Chichen Itza, Mexico",19,17,2,19,17,2,2001,2000
2001-09-15,"Belo Horizonte, Brazil",82,77,5,1,1,0,2001,2000
2001-09-18,"Guatemala City, Guatemala",13,11,2,9,8,1,2001,2000
2001-10-04,"110 miles SW of Sochi, Russia",78,66,12,78,66,12,2001,2000
2001-10-08,"Mollet Lake, Quebec, Canada",7,6,1,3,2,1,2001,2000
2001-10-08,"Milan, Italy",114,106,8,114,106,8,2001,2000
2001-10-10,"Off Valencia, Spain",10,8,2,10,8,2,2001,2000
2001-10-10,"Dillingham, Alaska",10,9,1,10,9,1,2001,2000
2001-10-11,"Shamattawa, Canada",3,1,2,2,0,2,2001,2000
2001-10-18,"Anchorage, Alaska",5,4,1,3,2,1,2001,2000
2001-11-12,"Belle Harbor, Queens, New York",260,251,9,260,251,9,2001,2000
2001-11-19,"Kalyazin, Russia",27,18,9,27,18,9,2001,2000
2001-11-22,"Pittsburgh, Pennsylvania",2,0,2,2,0,2,2001,2000
2001-11-23,"Palade, Estonia",17,14,3,2,2,0,2001,2000
2001-11-24,"Birchwil, Switzerland",33,28,5,24,21,3,2001,2000
2001-11-27,"Port Harcourt, Nigeria",13,0,13,1,0,1,2001,2000
2001-12-01,"Near Novaya Inya , Russia",18,9,9,18,9,9,2001,2000
2001-12-14,"Geti, Democratic Republic Congo",6,4,2,6,4,2,2001,2000
2001-12-16,"Near Medellin, Colombia",16,14,2,16,14,2,2001,2000
2001-12-26,"Bremerhaven, Germany",9,8,1,8,7,1,2001,2000
2002-01-04,"Birmingham, England",5,3,2,5,3,2,2002,2000
2002-01-09,"Shamsi AFB, Pakistan",7,0,7,7,0,7,2002,2000
2002-01-14,"Bilbao, Spain",3,0,3,3,0,3,2002,2000
2002-01-15,"Chilpancingo, Mexico",17,15,2,5,5,0,2002,2000
2002-01-16,"Near Solo, Indonesia",62,54,8,1,0,1,2002,2000
2002-01-17,"Near La Bonita, Ecuador",26,21,5,26,21,5,2002,2000
2002-01-27,"Near Luena, Angola",40,34,6,5,3,2,2002,2000
2002-01-28,"Near Ipiales, Colombia",92,83,9,92,83,9,2002,2000
2002-02-12,"Near Khorramabed, Iran",117,108,9,117,108,9,2002,2000
2002-02-15,"Monrovia, Liberia",10,3,7,1,0,1,2002,2000
2002-02-21,"Lakhta, Russia",20,12,8,17,12,5,2002,2000
2002-02-22,"Off Dumaguete, Philippines",10,4,6,10,4,6,2002,2000
2002-03-09,"Monte Rotondo, Italy",3,1,2,3,1,2,2002,2000
2002-03-14,"Near Placetas, Cuba",17,15,2,17,15,2,2002,2000
2002-03-17,"Off Djibouti, Republic of Djibouti",4,0,4,4,0,4,2002,2000
2002-04-12,"Palma de Mallorca, Spain",2,0,2,2,0,2,2002,2000
2002-04-15,"Busan, South Korea",166,155,11,128,120,8,2002,2000
2002-04-19,"Popayán, Colombia",8,5,3,3,3,0,2002,2000
2002-04-28,"Near Abakan, Russia",20,17,3,8,6,2,2002,2000
2002-05-04,"Kano, Nigeria",77,69,8,74,67,7,2002,2000
2002-05-07,"Near Tunis, Tunisia",62,56,6,14,11,3,2002,2000
2002-05-07,"Off Dalian, China",112,103,9,112,103,9,2002,2000
2002-05-21,"Near Calabar, Nigeria",5,0,5,5,0,5,2002,2000
2002-05-25,"Off Penghu Island, Taiwan",225,206,19,225,206,19,2002,2000
2002-05-25,"Near Nabire, Indonesia",6,2,4,6,2,4,2002,2000
2002-06-01,"George, South Africa",3,1,2,3,1,2,2002,2000
2002-06-02,"Near Ndalatando, Angola",25,23,2,20,18,2,2002,2000
2002-06-12,"Near Gardez, Afghanistan",10,2,8,3,0,3,2002,2000
2002-07-01,"Uberlingen, Germany",71,57,14,71,57,14,2002,2000
2002-07-04,"Bangui, Central African Republic",27,19,8,27,19,8,2002,2000
2002-07-16,"Near Long Barai, Indonesia",10,8,2,10,8,2,2002,2000
2002-07-16,"Off Cromer, Norfork, England",11,9,2,11,9,2,2002,2000
2002-07-17,"Surkhet, Nepal",4,2,2,4,2,2,2002,2000
2002-07-27,"Lviv, Ukraine",2,0,2,0,0,0,2002,2000
2002-07-28,"Moscow, Russia",16,0,16,14,0,14,2002,2000
2002-08-07,"Caguas, Puerto Rico",10,3,7,10,3,7,2002,2000
2002-08-15,"Kadjuduwa Watta, Sri Lanka",5,0,5,5,0,5,2002,2000
2002-08-19,"Khankala, Chechnya",147,142,5,121,121,0,2002,2000
2002-08-22,"Pokhara, Nepal",18,15,3,18,15,3,2002,2000
2002-08-29,"Near Ayan, Russia",16,14,2,16,14,2,2002,2000
2002-08-30,"Rio Branco, Brazil",31,28,3,23,20,3,2002,2000
2002-09-14,"Paranapanema, Sao Paulo, Brazil",2,0,2,2,0,2,2002,2000
2002-09-28,"Near Natashquan, Quebec, Canada",4,3,1,3,3,0,2002,2000
2002-10-01,"Vasco, India",12,0,12,12,0,12,2002,2000
2002-11-06,"Near Niederanven, Luxembourg",22,19,3,20,18,2,2002,2000
2002-11-07,"Tarakan, Indonesia",10,9,1,7,6,1,2002,2000
2002-11-08,"Taos, New Mexico",2,0,2,2,0,2,2002,2000
2002-11-11,"Manila, Philippines",34,29,5,19,18,1,2002,2000
2002-11-28,"Masai Mara Game Reserve, Kenya",20,18,2,1,0,1,2002,2000
2002-12-13,"Gohu Airstrip, Papua New Guinea",8,7,1,8,7,1,2002,2000
2002-12-17,"Rockford, Illinois",1,0,1,1,0,1,2002,2000
2002-12-21,"Off Pachao Tao, Taiwan",2,0,2,2,0,2,2002,2000
2002-12-23,"Near Isfanan, Iran",44,38,6,44,38,6,2002,2000
2002-12-26,"Curitiba, Brazil",16,13,3,3,2,1,2002,2000
2002-12-27,"Anjouan, Comoros Islands",16,14,2,1,1,0,2002,2000
2003-01-08,"Charlotte, North Carolina",21,19,2,21,19,2,2003,2000
2003-01-08,"Diyarbakir, Turkey",80,75,5,75,71,4,2003,2000
2003-01-09,"Near Chachapoyas, Peru",46,42,4,46,42,4,2003,2000
2003-01-17,"Near Ndjolé, Gabon",7,5,2,7,5,2,2003,2000
2003-01-24,"Busia, Kenya",13,11,2,3,1,2,2003,2000
2003-01-31,"Baucau, East Timor",6,2,4,6,2,4,2003,2000
2003-02-07,"Near Agadir, Morocco",8,0,8,8,0,8,2003,2000
2003-02-10,"Tallinn, Estonia",3,0,3,2,0,2,2003,2000
2003-02-16,"Ferguson, Kentucky",7,6,1,3,2,1,2003,2000
2003-02-19,"Near Shahdad, Iran",275,257,18,275,257,18,2003,2000
2003-02-20,"Near Kohat, Pakistan",17,9,8,17,9,8,2003,2000
2003-03-01,"Near Barki, Russia",25,23,2,11,9,2,2003,2000
2003-03-06,"Tamanrasset, Algeria",103,97,6,102,96,6,2003,2000
2003-03-27,"Mulia, Indonesia",16,14,2,4,2,2,2003,2000
2003-03-28,"New Vienna, Iowa",3,2,1,3,2,1,2003,2000
2003-05-08,"Near Kinshasa, Congo",200,,,129,,,2003,2000
2003-05-26,"Near Macka, Turkey",75,62,13,75,62,13,2003,2000
2003-05-28,"Talkeetna, Alaska",4,3,1,4,3,1,2003,2000
2003-06-01,"Milan, Italy",2,0,2,2,0,2,2003,2000
2003-06-04,"Near Oiapoque,  Brazil",5,4,1,5,4,1,2003,2000
2003-06-06,"Christchurch, New Zealand",10,9,1,8,7,1,2003,2000
2003-06-11,"Belo Horizonte, Brazil",4,2,2,4,2,2,2003,2000
2003-06-15,"Volcano, Hawaii",4,3,1,4,3,1,2003,2000
2003-06-22,"Near Brest, France",24,21,3,1,0,1,2003,2000
2003-06-25,"Near Rudshour, Iran",7,0,7,7,0,7,2003,2000
2003-06-25,"Anchor Point, Alaska",3,2,1,3,2,1,2003,2000
2003-06-26,"Near Rooisand Desert Ranch, Namibia",4,3,1,4,3,1,2003,2000
2003-06-30,"Blida, Algeria",4,0,4,4,0,4,2003,2000
2003-07-01,"Belem, Para, Brazil",4,2,2,4,2,2,2003,2000
2003-07-05,"Macaé, Rio de Janeiro, Brazil",5,3,2,5,3,2,2003,2000
2003-07-08,"Port Sudan, Sudan",117,106,11,117,106,11,2003,2000
2003-07-13,"Near San Cristobal, Venezuela",10,8,2,4,4,0,2003,2000
2003-07-13,"Off Treasure Cay, Bahamas",10,9,1,2,2,0,2003,2000
2003-07-19,"Mount Kenya, Kenya",14,12,2,14,12,2,2003,2000
2003-07-23,"Waialeale,Kauai, Hawaii",5,4,1,5,4,1,2003,2000
2003-08-04,"Groton, Connecticut",2,0,2,2,0,2,2003,2000
2003-08-08,"Tocomita, Venezuela",16,14,2,1,0,1,2003,2000
2003-08-17,"Near Barrow, Alaska",2,1,1,2,1,1,2003,2000
2003-08-20,"Kamchatka Peninsula, Russia",20,19,1,20,19,1,2003,2000
2003-08-24,"Cap Haitien, Haiti",21,19,2,21,19,2,2003,2000
2003-08-26,"Off Hyannis, Massachusetts",2,0,2,2,0,2,2003,2000
2003-09-11,"Near Summer Beaver, Canada",8,7,1,8,7,1,2003,2000
2003-09-19,"Near La Quemada, Mexico",6,0,6,6,0,6,2003,2000
2003-09-19,"Del Rio, Texas",2,0,2,1,0,1,2003,2000
2003-09-20,"Near Meadview, Arizona",7,6,1,7,6,1,2003,2000
2003-09-27,"Gaspé, Quebec, Canada",3,2,1,3,2,1,2003,2000
2003-10-03,Sao Gabriel de Cachoeria,4,3,1,4,3,1,2003,2000
2003-10-03,"Off Waikanae, New Zealand",2,0,2,2,0,2,2003,2000
2003-10-11,"Uriman, Venezuela",2,0,2,1,0,1,2003,2000
2003-10-26,"Buenos Aires, Argentina",5,0,5,5,0,5,2003,2000
2003-10-27,"Tampico, Mexico",3,0,3,3,0,3,2003,2000
2003-10-29,"Cody, Wyoming",1,0,1,1,0,1,2003,2000
2003-11-02,"Near Hasi, Iraq",36,34,2,15,15,0,2003,2000
2003-11-08,"200 miles NE of Derby, Australia",4,3,1,4,3,1,2003,2000
2003-11-08,"Near Ogle, Guyana",7,4,3,2,1,1,2003,2000
2003-11-15,"Mosul, Iraq",22,18,4,17,13,4,2003,2000
2003-11-29,"Spokane, Washington",1,0,1,1,0,1,2003,2000
2003-11-29,"Boende, Congo",24,18,6,20,14,6,2003,2000
2003-12-16,"Jellicoe, Ontario, Canada",3,2,1,2,1,1,2003,2000
2003-12-18,"Mitu, Colombia",3,0,3,3,0,3,2003,2000
2003-12-23,"Helendale, California",2,0,2,2,0,2,2003,2000
2003-12-25,"Cotonou, Benin",161,151,10,140,132,8,2003,2000
2004-01-03,"Off Sharm el Sheikh, Egypt",148,135,13,148,135,13,2004,2000
2004-01-13,"Tashkent, Uzbekistan",37,32,5,37,32,5,2004,2000
2004-02-06,"Bitonja, Bosnia-Herzegovina",9,7,2,9,7,2,2004,2000
2004-02-10,"Sharjah, United Arab Emirates",46,40,6,43,37,6,2004,2000
2004-03-04,"Bakou, Azerbaijan	Bakou, Azerbaijan",7,0,7,3,0,3,2004,2000
2004-03-16,"Tonopah, Nevada",5,4,1,5,4,1,2004,2000
2004-03-21,"Pyote, Texas",5,4,1,4,3,1,2004,2000
2004-05-02,"Near Milpillas, Mexico",7,5,2,7,5,2,2004,2000
2004-05-05,"Carepa, Colombia",7,5,2,3,1,2,2004,2000
2004-05-06,"Jiech, Sudan",10,8,2,6,5,1,2004,2000
2004-05-11,"Dalang, Sudan",7,0,7,7,0,7,2004,2000
2004-05-14,"Near Manaus, Brazil",33,30,3,33,30,3,2004,2000
2004-05-18,"Urumqi, China",7,0,7,7,0,7,2004,2000
2004-05-18,"Bozoy, Kazakhstan",12,10,2,1,1,0,2004,2000
2004-05-23,"Mwingi, Kenya",2,0,2,2,0,2,2004,2000
2004-05-25,"Near Lukla, Nepal",3,0,3,3,0,3,2004,2000
2004-06-08,"Off Libreville, Gabon",30,26,4,19,18,1,2004,2000
2004-06-28,"Near Yengema, Sierra Leone",24,21,3,24,21,3,2004,2000
2004-07-12,"Off Beef Island, British Virgin Islands",2,0,2,1,0,1,2004,2000
2004-07-22,"Off  Macaé , Rio de Janeiro , Brazil",11,9,2,6,6,0,2004,2000
2004-07-29,"Ononge, Papua New Guinea",3,0,3,2,0,2,2004,2000
2004-08-13,"Cincinnati, Ohio",2,0,2,1,0,1,2004,2000
2004-08-21,"Near Maracay, Venezuela",25,22,3,25,22,3,2004,2000
2004-08-24,"Near Rostov-on-Don, Russia",46,38,8,46,38,8,2004,2000
2004-08-24,"Near Toula, Russia",41,34,7,41,34,7,2004,2000
2004-08-27,"Near Mc Grath, Alaska",3,2,1,1,1,0,2004,2000
2004-09-09,"Villahermosa, Mexico",2,0,2,2,0,2,2004,2000
2004-09-11,"Off Mount Athos, Greece",17,13,4,17,13,4,2004,2000
2004-09-29,"Tortuguero lagoon, Puerto Rico",1,0,1,1,0,1,2004,2000
2004-10-05,"Kaduqli, Sudan",4,0,4,4,0,4,2004,2000
2004-10-14,"Halifax, Nova Scotia, Canada",7,0,7,7,0,7,2004,2000
2004-10-14,"Jefferson City, Missouri",2,0,2,2,0,2,2004,2000
2004-10-15,"Near Medellin, Colombia",3,0,3,3,0,3,2004,2000
